"Item","Category","Selection Scope","Manufacturer","Manufacturer Part Number","Preferred Distributor","Preferred Distributor Ordering Code","Alternate Distributor","Alternate Distributor Ordering Code","Lifecycle","Stock Status","RoHS","Second Source","Approved Alternate","Approved Alternate Vendor Code","Freeze Status","Sourcing Risk","Requirement Trace Reference","Risk","Review Date"
"01_Power_Entry/C102","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"01_Power_Entry/C103","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"01_Power_Entry/C104","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"01_Power_Entry/C105","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” exact dielectric, DC-bias effective capacitance, ripple/ESR, aging, and stability evidence are incomplete.","2026-07-31"
"01_Power_Entry/C106","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” exact dielectric, DC-bias effective capacitance, ripple/ESR, aging, and stability evidence are incomplete.","2026-07-31"
"01_Power_Entry/C107","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” exact dielectric, DC-bias effective capacitance, ripple/ESR, aging, and stability evidence are incomplete.","2026-07-31"
"01_Power_Entry/C108","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” exact dielectric, DC-bias effective capacitance, ripple/ESR, aging, and stability evidence are incomplete.","2026-07-31"
"01_Power_Entry/C109","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"01_Power_Entry/L101","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"01_Power_Entry/R101","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R102","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R103","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R104","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R105","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R106","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R107","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R108","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R109","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R110","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R111","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R112","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R113","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R114","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R115","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"01_Power_Entry/R116","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","QER-01; ECO-006; MIR-01 where applicable; CSR-01A-R2 disposition","ANALYSIS INCOMPLETE â€” device equation or divider tolerance, temperature drift, pulse/working voltage, and failure-effect evidence are incomplete.","2026-07-31"
"02_Power_Conversion/C201","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"02_Power_Conversion/C202","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"02_Power_Conversion/C203","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"02_Power_Conversion/C204","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
"02_Power_Conversion/C205","Passives","CSR-01A POWER","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","UNRESOLVED - CSR-01A BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","NOT REVIEWED - BLOCKED","UNRESOLVED - CSR-01A BLOCKED","","","BLOCKED","BLOCKED","PAS-01R; QER-01; PPQ-01; PPQ-02","PAS-01R: BLOCKED - exact active MPN selected; named manufacturer tool/curve, thermal, magnetic or threshold evidence remains under PACS-01R-A.","2026-07-31"
